season,episode_number,stars,episode_title,emotion
1,9,8.2,"The One Where Underdog Gets Away",Joyful
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Scared
1,9,8.2,"The One Where Underdog Gets Away",Powerful
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Joyful
1,9,8.2,"The One Where Underdog Gets Away",Mad
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Mad
1,9,8.2,"The One Where Underdog Gets Away",Mad
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Scared
1,9,8.2,"The One Where Underdog Gets Away",Scared
1,9,8.2,"The One Where Underdog Gets Away",Scared
1,9,8.2,"The One Where Underdog Gets Away",Mad
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Mad
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Joyful
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Neutral
1,9,8.2,"The One Where Underdog Gets Away",Joyful
1,9,8.2,"The One Where Underdog Gets Away",Joyful
1,9,8.2,"The One Where Underdog Gets Away",Joyful
1,9,8.2,"The One Where Underdog Gets Away",Joyful
1,9,8.2,"The One Where Underdog Gets Away",Joyful
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Joyful
1,10,8.1,"The One with the Monkey",Scared
1,10,8.1,"The One with the Monkey",Joyful
1,10,8.1,"The One with the Monkey",Scared
1,10,8.1,"The One with the Monkey",Joyful
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Joyful
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Sad
1,10,8.1,"The One with the Monkey",Powerful
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Joyful
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Scared
1,10,8.1,"The One with the Monkey",Joyful
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Joyful
1,10,8.1,"The One with the Monkey",Scared
1,10,8.1,"The One with the Monkey",Powerful
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Joyful
1,10,8.1,"The One with the Monkey",Joyful
1,10,8.1,"The One with the Monkey",Scared
1,10,8.1,"The One with the Monkey",Joyful
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Joyful
1,10,8.1,"The One with the Monkey",Joyful
1,10,8.1,"The One with the Monkey",Sad
1,10,8.1,"The One with the Monkey",Joyful
1,10,8.1,"The One with the Monkey",Mad
1,10,8.1,"The One with the Monkey",Peaceful
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Scared
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Scared
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Neutral
1,10,8.1,"The One with the Monkey",Joyful
1,10,8.1,"The One with the Monkey",Peaceful
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Peaceful
1,11,8.2,"The One with Mrs. Bing",Joyful
1,11,8.2,"The One with Mrs. Bing",Joyful
1,11,8.2,"The One with Mrs. Bing",Scared
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Joyful
1,11,8.2,"The One with Mrs. Bing",Joyful
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Joyful
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Powerful
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Joyful
1,11,8.2,"The One with Mrs. Bing",Joyful
1,11,8.2,"The One with Mrs. Bing",Joyful
1,11,8.2,"The One with Mrs. Bing",Joyful
1,11,8.2,"The One with Mrs. Bing",Powerful
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Joyful
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Joyful
1,11,8.2,"The One with Mrs. Bing",Joyful
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Powerful
1,11,8.2,"The One with Mrs. Bing",Scared
1,11,8.2,"The One with Mrs. Bing",Powerful
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Scared
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Scared
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Peaceful
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Scared
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Sad
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Sad
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Sad
1,11,8.2,"The One with Mrs. Bing",Sad
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Scared
1,11,8.2,"The One with Mrs. Bing",Sad
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Neutral
1,11,8.2,"The One with Mrs. Bing",Joyful
1,11,8.2,"The One with Mrs. Bing",Sad
1,11,8.2,"The One with Mrs. Bing",Joyful
1,11,8.2,"The One with Mrs. Bing",Mad
1,11,8.2,"The One with Mrs. Bing",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Powerful
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Powerful
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Powerful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Peaceful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Powerful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Powerful
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Peaceful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Peaceful
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Sad
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Peaceful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Scared
1,12,8.2,"The One with the Dozen Lasagnas",Powerful
1,12,8.2,"The One with the Dozen Lasagnas",Powerful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,12,8.2,"The One with the Dozen Lasagnas",Mad
1,12,8.2,"The One with the Dozen Lasagnas",Powerful
1,12,8.2,"The One with the Dozen Lasagnas",Neutral
1,12,8.2,"The One with the Dozen Lasagnas",Joyful
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Sad
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Sad
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Peaceful
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Powerful
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Powerful
1,13,8.7,"The One with the Boobies",Powerful
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Sad
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Peaceful
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Sad
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Sad
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Sad
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Powerful
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Peaceful
1,13,8.7,"The One with the Boobies",Sad
1,13,8.7,"The One with the Boobies",Sad
1,13,8.7,"The One with the Boobies",Sad
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Sad
1,13,8.7,"The One with the Boobies",Peaceful
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Sad
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Scared
1,13,8.7,"The One with the Boobies",Mad
1,13,8.7,"The One with the Boobies",Joyful
1,13,8.7,"The One with the Boobies",Neutral
1,13,8.7,"The One with the Boobies",Scared
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Scared
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Scared
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Scared
1,14,8.3,"The One with the Candy Hearts",Sad
1,14,8.3,"The One with the Candy Hearts",Mad
1,14,8.3,"The One with the Candy Hearts",Scared
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Scared
1,14,8.3,"The One with the Candy Hearts",Scared
1,14,8.3,"The One with the Candy Hearts",Peaceful
1,14,8.3,"The One with the Candy Hearts",Peaceful
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Scared
1,14,8.3,"The One with the Candy Hearts",Mad
1,14,8.3,"The One with the Candy Hearts",Scared
1,14,8.3,"The One with the Candy Hearts",Mad
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Mad
1,14,8.3,"The One with the Candy Hearts",Scared
1,14,8.3,"The One with the Candy Hearts",Scared
1,14,8.3,"The One with the Candy Hearts",Mad
1,14,8.3,"The One with the Candy Hearts",Mad
1,14,8.3,"The One with the Candy Hearts",Mad
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Mad
1,14,8.3,"The One with the Candy Hearts",Mad
1,14,8.3,"The One with the Candy Hearts",Mad
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Powerful
1,14,8.3,"The One with the Candy Hearts",Sad
1,14,8.3,"The One with the Candy Hearts",Powerful
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Peaceful
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Scared
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Joyful
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Scared
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
1,14,8.3,"The One with the Candy Hearts",Neutral
